3;2016;1;1;2;1;35;1;3;30;40311;15000
3;2016;2;1;2;2;38;1;3;0;40311;18000
3;2016;3;0;2;2;1;4;0;-1;-1;0
4;2016;1;0;2;2;69;1;3;15;5001;5000
5;2016;1;0;2;2;36;1;3;46;43331;13000
6;2016;1;0;2;1;63;3;0;-1;-1;0
6;2016;2;0;2;1;91;3;0;-1;-1;0
7;2016;1;1;2;2;66;3;0;-1;-1;0
7;2016;2;1;2;2;70;3;0;-1;-1;0
7;2016;3;0;2;2;36;1;3;30;10313;15000
8;2016;1;1;2;1;70;3;0;-1;-1;0
9;2016;1;0;2;2;43;1;3;70;34323;21000
9;2016;2;0;2;2;42;1;3;45;55314;6000
11;2016;4;0;2;1;22;1;3;24;20313;5000
11;2016;5;0;2;2;25;1;3;16;41312;3500
11;2016;6;0;2;2;17;3;0;-1;-1;0
12;2016;3;0;2;1;1;4;0;-1;-1;0
13;2016;1;1;2;1;73;3;0;-1;-1;0
13;2016;2;1;2;1;47;1;3;999;99999;-9
13;2016;3;1;2;2;41;1;3;45;11331;17000
14;2016;1;0;2;1;66;1;3;7;55314;1200
16;2016;1;1;2;1;36;1;2;66;40111;15000
16;2016;2;1;2;1;28;1;3;40;20313;13000
17;2016;1;1;2;1;44;1;3;50;10311;24000
17;2016;2;1;2;1;44;1;3;40;72331;34500
17;2016;3;0;2;2;13;3;0;-1;-1;0
19;2016;1;0;2;1;39;1;3;44;56313;10000
19;2016;2;0;2;1;40;3;0;-1;-1;0
19;2016;3;0;2;2;13;3;0;-1;-1;0
19;2016;4;0;2;1;16;3;0;-1;-1;0
19;2016;5;0;2;1;6;4;0;-1;-1;0
20;2016;1;0;2;2;64;1;3;0;3001;-9
22;2016;1;0;2;2;69;3;0;-1;-1;0
23;2016;1;0;2;1;43;1;3;60;53314;13000
24;2016;1;0;2;2;29;1;3;12;41332;5000
24;2016;2;0;2;2;29;1;3;40;81331;11000
25;2016;1;0;2;2;48;1;3;45;90333;18000
25;2016;2;1;2;2;33;1;3;54;48312;11000
25;2016;3;0;2;2;22;1;3;25;72313;8500
25;2016;4;0;2;2;12;3;0;-1;-1;0
25;2016;5;0;2;2;24;3;0;-1;-1;0
26;2016;1;0;2;2;89;3;0;-1;-1;0
26;2016;2;0;2;2;84;3;0;-1;-1;0
27;2016;1;0;2;2;78;3;0;-1;-1;0
27;2016;2;1;2;1;89;3;0;-1;-1;0
28;2016;1;1;2;2;28;1;3;0;40312;9600
28;2016;2;1;2;2;26;1;3;35;40312;11000
29;2016;1;1;2;1;60;1;2;24;40111;8000
32;2016;1;0;2;2;59;1;3;52;34323;11000
32;2016;2;0;2;2;58;1;3;49;30314;10000
32;2016;3;0;2;2;22;1;3;25;10333;5000
33;2016;1;0;2;2;57;1;2;35;30132;15000
33;2016;2;0;2;2;56;3;0;-1;-1;0
34;2016;1;0;2;2;83;3;0;-1;-1;0
34;2016;2;0;2;1;77;3;0;-1;-1;0
35;2016;1;1;2;2;54;1;3;40;7001;25000
35;2016;2;1;2;1;55;3;0;-1;-1;0
35;2016;3;0;2;2;23;1;3;40;10311;10000
35;2016;4;0;2;1;22;1;3;20;30314;4000
35;2016;5;0;2;2;81;3;0;-1;-1;0
23;2016;2;0;2;2;2;4;0;-1;-1;0
36;2016;1;1;2;1;31;1;3;45;20331;25000
36;2016;2;1;2;2;30;1;3;35;7001;20000
36;2016;3;0;2;1;1;4;0;-1;-1;0
37;2016;1;0;2;2;58;1;3;25;55314;6000
38;2016;1;1;2;2;43;3;0;-1;-1;0
39;2016;1;0;2;1;46;1;3;45;20332;10000
39;2016;2;0;2;2;21;1;3;60;10333;13500
40;2016;1;0;2;2;63;1;3;15;57313;-9
41;2016;1;0;2;2;96;3;0;-1;-1;0
41;2016;2;0;2;1;74;1;2;10;30112;0
41;2016;3;0;2;2;57;1;3;48;57313;10000
41;2016;4;0;2;1;33;1;3;48;42312;11000
41;2016;5;0;2;2;12;3;0;-1;-1;0
42;2016;1;0;2;1;60;1;3;60;20332;30000
42;2016;2;0;2;2;56;1;2;24;53113;8000
43;2016;1;0;2;2;51;1;2;40;10113;20000
44;2016;2;1;2;1;65;1;3;40;40311;40000
46;2016;1;1;2;2;34;1;3;35;41312;16000
48;2016;1;0;2;1;27;1;2;32;41112;-9
48;2016;2;0;2;1;27;3;0;-1;-1;0
49;2016;1;1;2;2;66;3;0;-1;-1;0
49;2016;2;1;2;2;66;3;0;-1;-1;0
50;2016;1;1;2;1;48;2;3;-1;-1;0
50;2016;2;1;2;1;55;2;3;-1;-1;0
51;2016;1;0;2;2;63;3;0;-1;-1;0
51;2016;2;0;2;1;24;1;3;38;10333;-9
52;2016;1;1;2;2;30;1;3;35;82312;18000
53;2016;1;0;2;2;59;1;1;51;5002;12000
54;2016;1;0;2;2;45;1;3;40;10333;20000
54;2016;2;0;2;1;42;3;0;-1;-1;0
55;2016;1;0;2;2;61;2;2;-1;-1;0
56;2016;1;0;2;1;30;1;2;24;30132;3000
57;2016;1;0;2;1;40;1;3;40;41312;19000
57;2016;2;1;2;2;53;3;0;-1;-1;0
58;2016;1;0;2;1;56;1;3;40;10333;-9
58;2016;3;0;2;2;21;1;3;35;43312;-9
59;2016;1;0;2;1;31;1;1;66;5002;-9
59;2016;2;1;2;2;28;3;0;-1;-1;0
60;2016;1;1;2;2;34;1;3;36;11331;13500
60;2016;2;0;2;1;36;1;3;40;80323;15000
61;2016;1;0;2;1;44;1;3;50;11312;22000
61;2016;2;0;2;1;22;1;3;35;80312;6000
61;2016;3;0;2;1;19;2;0;-1;-1;0
42;2016;4;0;2;2;20;1;3;24;30314;4000
62;2016;1;0;2;2;30;1;2;48;34123;20000
63;2016;1;1;2;2;34;1;3;40;10333;12000
64;2016;1;0;2;1;47;1;2;28;41112;8000
66;2016;1;0;2;1;45;1;3;28;10313;-9
66;2016;2;0;2;1;40;2;0;-1;-1;0
66;2016;3;0;2;2;17;3;0;-1;-1;0
66;2016;4;0;2;1;7;4;0;-1;-1;0
66;2016;5;0;2;1;5;4;0;-1;-1;0
67;2016;1;1;2;1;25;1;3;45;30333;15000
68;2016;1;0;2;1;73;1;2;0;92112;3000
69;2016;1;0;2;1;19;1;3;20;10333;3600
71;2016;1;1;2;1;43;1;3;40;10312;20000
72;2016;1;1;2;1;71;3;0;-1;-1;0
73;2016;1;0;2;2;59;1;3;48;56203;4800
74;2016;1;0;2;2;45;1;2;44;30113;15000
74;2016;2;1;2;2;50;1;3;36;40332;18000
74;2016;3;0;2;1;17;3;0;-1;-1;0
75;2016;1;0;2;1;41;1;2;50;34123;5000
75;2016;2;1;2;2;35;1;3;40;10333;20300
75;2016;3;0;2;2;12;3;0;-1;-1;0
75;2016;4;0;2;2;9;4;0;-1;-1;0
76;2016;1;1;2;1;60;1;2;48;10112;-9
76;2016;2;0;2;2;20;2;3;-1;-1;0
77;2016;1;0;2;1;59;1;2;54;80113;10000
77;2016;2;0;2;2;56;1;3;12;56314;2300
77;2016;3;0;2;2;26;3;0;-1;-1;0
77;2016;4;0;2;1;16;3;0;-1;-1;0
78;2016;1;1;2;2;60;1;3;8;10313;-9
52;2016;2;0;2;2;25;1;3;0;20333;14000
80;2016;1;0;2;2;37;1;3;56;32314;-9
80;2016;2;0;2;1;45;3;0;-1;-1;0
80;2016;3;0;2;2;10;3;0;-1;-1;0
80;2016;4;0;2;2;5;4;0;-1;-1;0
81;2016;1;1;2;2;69;1;2;24;40111;15000
82;2016;1;0;2;1;51;2;3;-1;-1;0
82;2016;2;0;2;1;89;3;0;-1;-1;0
82;2016;3;0;2;2;53;2;3;-1;-1;0
82;2016;4;0;2;1;27;1;3;48;30313;-9
82;2016;5;0;2;1;25;1;3;35;10339;-9
82;2016;6;0;2;2;29;1;3;50;10339;-9
84;2016;1;1;2;1;43;2;2;-1;-1;0
85;2016;1;1;2;1;57;1;1;35;5001;-9
85;2016;2;1;2;1;56;1;3;34;40311;50000
85;2016;3;0;2;2;23;3;0;-1;-1;0
85;2016;4;0;2;2;20;2;0;-1;-1;0
86;2016;2;0;2;2;34;1;3;60;34323;10000
86;2016;3;0;2;1;64;3;0;-1;-1;0
86;2016;4;0;2;2;2;4;0;-1;-1;0
87;2016;1;0;2;2;89;3;0;-1;-1;0
88;2016;1;0;2;2;64;1;2;0;82133;3000
88;2016;2;1;2;2;68;3;0;-1;-1;0
89;2016;1;1;2;1;75;1;3;6;41312;-9
89;2016;2;1;2;1;74;1;3;18;41312;-9
90;2016;1;0;2;2;52;1;3;40;20332;20000
92;2016;1;0;2;2;35;1;2;56;81132;10000
71;2016;2;1;2;2;44;1;3;40;10333;22000
71;2016;3;0;2;2;20;2;2;-1;-1;0
20;2016;2;1;2;1;62;1;1;0;5001;-9
94;2016;1;0;2;1;86;3;0;-1;-1;0
95;2016;1;1;2;1;46;1;3;40;50331;19000
96;2016;1;0;2;2;58;1;3;40;90322;14000
96;2016;2;0;2;2;54;3;0;-1;-1;0
96;2016;3;0;2;2;19;2;3;-1;-1;0
96;2016;4;0;2;2;13;3;0;-1;-1;0
96;2016;5;0;2;1;84;3;0;-1;-1;0
97;2016;1;1;2;1;53;1;2;17;72113;7000
97;2016;2;0;2;1;43;1;3;45;56313;11000
97;2016;3;0;2;1;6;4;0;-1;-1;0
78;2016;2;1;2;2;31;1;3;45;20333;-9
98;2016;3;0;2;1;23;1;3;45;30313;-9
99;2016;1;1;2;1;45;1;3;25;41332;15000
99;2016;2;0;2;1;15;3;0;-1;-1;0
99;2016;3;0;2;2;14;3;0;-1;-1;0
100;2016;1;1;2;2;27;3;0;-1;-1;0
100;2016;2;1;2;2;34;1;3;44;40311;11000
101;2016;1;1;2;2;31;1;3;32;40311;13000
101;2016;2;1;2;1;32;1;3;30;2001;20000
101;2016;3;0;2;2;2;4;0;-1;-1;0
101;2016;4;0;2;1;1;4;0;-1;-1;0
102;2016;1;0;2;1;43;3;0;-1;-1;0
102;2016;2;0;2;1;35;2;3;-1;-1;0
102;2016;3;0;2;2;13;3;0;-1;-1;0
102;2016;4;0;2;2;3;4;0;-1;-1;0
103;2016;1;0;2;1;22;1;3;40;80313;7000
103;2016;2;0;2;2;21;3;0;-1;-1;0
103;2016;3;0;2;2;1;4;0;-1;-1;0
84;2016;2;0;2;1;30;1;3;40;20333;9000
104;2016;1;0;2;2;61;1;2;45;50112;18000
104;2016;2;0;2;1;58;1;3;30;20333;9000
105;2016;1;0;2;1;86;3;0;-1;-1;0
106;2016;1;1;2;2;37;1;3;45;40311;-9
106;2016;2;1;2;2;38;1;3;54;20333;-9
107;2016;1;0;2;1;48;1;3;40;34323;13000
107;2016;2;0;2;2;46;1;3;40;6001;30000
107;2016;3;0;2;1;17;3;0;-1;-1;0
107;2016;4;0;2;1;13;3;0;-1;-1;0
108;2016;1;0;2;1;34;1;3;40;92332;-9
109;2016;1;1;2;2;25;2;3;-1;-1;0
109;2016;2;0;2;2;18;3;0;-1;-1;0
110;2016;1;0;2;2;76;3;0;-1;-1;0
92;2016;2;0;2;1;32;3;0;-1;-1;0
92;2016;3;0;2;2;3;4;0;-1;-1;0
92;2016;4;0;2;1;1;4;0;-1;-1;0
111;2016;1;0;2;2;80;3;0;-1;-1;0
113;2016;1;1;2;1;62;1;3;32;40311;15000
113;2016;2;0;2;2;56;3;0;-1;-1;0
113;2016;3;0;2;2;22;3;0;-1;-1;0
114;2016;1;0;2;2;76;1;3;30;10313;5300
37;2016;2;0;2;1;15;3;0;-1;-1;0
115;2016;1;0;2;1;74;1;2;40;53113;-9
115;2016;2;1;2;2;69;3;0;-1;-1;0
115;2016;3;1;2;2;40;1;3;40;42311;-9
116;2016;1;1;2;1;50;1;1;999;5001;-9
116;2016;2;0;2;2;55;1;2;0;80113;0
116;2016;3;0;2;1;29;1;2;40;10133;-9
117;2016;1;0;2;1;86;3;0;-1;-1;0
118;2016;1;1;2;2;75;3;0;-1;-1;0
119;2016;1;0;2;1;77;3;0;-1;-1;0
120;2016;1;0;2;1;69;1;2;49;33114;8000
121;2016;1;1;2;1;52;1;3;10;45313;8000
123;2016;1;0;2;2;20;1;3;20;10333;3600
124;2016;1;0;2;1;70;3;0;-1;-1;0
125;2016;1;1;2;2;49;1;3;16;20333;5000
125;2016;2;0;2;2;52;1;3;40;80323;15000
125;2016;3;0;2;2;18;3;0;-1;-1;0
125;2016;4;0;2;1;15;3;0;-1;-1;0
127;2016;1;0;2;1;80;3;0;-1;-1;0
127;2016;2;0;2;1;81;3;0;-1;-1;0
127;2016;3;0;2;1;46;1;3;48;72313;9800
127;2016;4;0;2;1;34;3;0;-1;-1;0
127;2016;5;0;2;1;13;3;0;-1;-1;0
127;2016;6;0;2;2;7;4;0;-1;-1;0
127;2016;7;0;2;1;6;4;0;-1;-1;0
110;2016;2;0;2;1;76;3;0;-1;-1;0
128;2016;1;0;2;2;83;3;0;-1;-1;0
43;2016;2;0;2;2;55;1;3;50;30314;16000
43;2016;3;0;2;1;26;1;3;6;57314;1600
129;2016;1;0;2;1;77;3;0;-1;-1;0
129;2016;2;1;2;2;85;3;0;-1;-1;0
130;2016;1;0;2;1;33;1;3;45;99999;-9
130;2016;2;0;2;1;33;3;0;-1;-1;0
131;2016;1;0;2;2;42;1;1;50;5002;15000
131;2016;2;0;2;1;10;3;0;-1;-1;0
131;2016;3;0;2;2;20;3;0;-1;-1;0
132;2016;1;1;2;2;57;1;3;40;81201;30000
132;2016;2;1;2;1;54;1;3;30;81331;20000
132;2016;3;0;2;1;22;3;0;-1;-1;0
132;2016;4;0;2;1;20;3;0;-1;-1;0
133;2016;1;1;2;1;80;3;0;-1;-1;0
134;2016;1;0;2;2;70;1;1;35;5002;14000
135;2016;1;1;2;1;45;1;3;40;81331;25000
54;2016;3;0;2;1;5;4;0;-1;-1;0
136;2016;1;1;2;1;49;1;3;60;40312;18000
136;2016;2;1;2;1;45;1;3;30;20332;12000
136;2016;3;0;2;2;13;3;0;-1;-1;0
136;2016;4;0;2;1;10;3;0;-1;-1;0
137;2016;1;1;2;1;61;1;2;36;40113;5000
137;2016;2;0;2;2;39;1;3;48;30314;10000
137;2016;3;0;2;1;14;3;0;-1;-1;0
137;2016;4;0;2;2;13;3;0;-1;-1;0
139;2016;1;0;2;2;28;1;3;45;30333;12000
140;2016;1;1;2;1;58;1;3;2;41312;1600
141;2016;1;0;2;1;39;1;3;45;10313;20000
141;2016;2;0;2;1;13;3;0;-1;-1;0
142;2016;1;0;2;2;72;3;0;-1;-1;0
142;2016;2;0;2;1;82;3;0;-1;-1;0
143;2016;1;0;2;1;67;1;3;35;10333;10000
144;2016;1;1;2;1;67;1;2;6;40112;1500
145;2016;1;0;2;1;62;3;0;-1;-1;0
145;2016;2;1;2;1;32;1;3;30;40332;10800
145;2016;3;0;2;1;35;1;3;44;10333;15000
146;2016;1;1;2;2;72;3;0;-1;-1;0
135;2016;2;1;2;2;44;3;0;-1;-1;0
135;2016;3;0;2;1;9;4;0;-1;-1;0
52;2016;3;0;2;2;1;4;0;-1;-1;0
149;2016;1;1;2;1;57;1;3;28;40312;11000
150;2016;1;1;2;2;83;1;1;36;5001;-9
152;2016;1;0;2;1;47;1;2;78;34123;-9
152;2016;2;0;2;2;47;3;0;-1;-1;0
152;2016;3;0;2;2;12;3;0;-1;-1;0
153;2016;1;1;2;1;63;2;3;-1;-1;0
154;2016;1;1;2;2;50;1;3;40;41312;10000
154;2016;2;1;2;2;46;1;3;40;41312;12000
154;2016;3;0;2;1;8;4;0;-1;-1;0
155;2016;1;0;2;1;79;3;0;-1;-1;0
155;2016;2;0;2;1;70;3;0;-1;-1;0
156;2016;1;0;2;2;48;1;3;50;40311;-9
157;2016;1;1;2;2;39;1;3;55;32314;3000
157;2016;2;1;2;2;34;2;0;-1;-1;0
157;2016;3;0;2;2;8;4;0;-1;-1;0
157;2016;4;0;2;2;5;4;0;-1;-1;0
157;2016;5;0;2;2;4;4;0;-1;-1;0
158;2016;1;1;2;2;47;1;3;36;3001;75000
158;2016;2;1;2;2;38;2;3;-1;-1;0
158;2016;3;0;2;2;5;4;0;-1;-1;0
158;2016;4;0;2;1;2;4;0;-1;-1;0
159;2016;1;1;2;2;32;1;3;40;42311;12000
159;2016;2;0;2;2;3;4;0;-1;-1;0
161;2016;1;1;2;2;72;3;0;-1;-1;0
162;2016;1;0;2;1;57;1;2;12;72113;8000
163;2016;1;0;2;1;29;1;3;60;30314;11000
163;2016;2;1;2;1;25;1;3;50;30332;14000
164;2016;1;1;2;2;57;1;3;20;30333;6800
165;2016;1;0;2;2;49;1;2;21;58113;3000
165;2016;2;0;2;1;38;3;0;-1;-1;0
165;2016;3;0;2;1;10;3;0;-1;-1;0
166;2016;1;0;2;2;25;1;3;24;41312;12000
166;2016;2;0;2;1;23;1;3;45;80332;9000
167;2016;1;1;2;1;28;1;3;0;81332;18000
167;2016;2;1;2;1;36;1;3;0;45332;16000
168;2016;1;0;2;2;75;3;0;-1;-1;0
169;2016;1;1;2;1;40;1;3;35;10333;21000
170;2016;1;0;2;1;23;1;3;20;30313;-9
170;2016;2;0;2;1;17;3;0;-1;-1;0
171;2016;1;0;2;1;50;1;3;50;10313;18000
171;2016;2;1;2;1;50;2;0;-1;-1;0
171;2016;3;0;2;2;20;3;0;-1;-1;0
171;2016;4;0;2;2;14;3;0;-1;-1;0
156;2016;2;0;2;1;46;2;3;-1;-1;0
156;2016;3;0;2;1;21;2;3;-1;-1;0
173;2016;1;0;2;1;21;2;0;-1;-1;0
174;2016;1;0;2;2;71;1;1;0;6001;-9
174;2016;2;0;2;1;77;3;0;-1;-1;0
176;2016;1;0;2;2;37;1;3;60;47313;10000
177;2016;1;0;2;1;53;1;2;40;41112;20000
177;2016;2;0;2;2;53;3;0;-1;-1;0
177;2016;3;0;2;2;6;4;0;-1;-1;0
178;2016;1;0;2;2;51;1;2;70;34123;-9
179;2016;1;0;2;1;22;3;0;-1;-1;0
180;2016;1;0;2;2;58;1;2;5;34123;4000
180;2016;2;0;2;1;59;3;0;-1;-1;0
180;2016;3;0;2;1;22;1;3;16;80313;1500
181;2016;1;0;2;2;26;1;3;36;30333;-9
181;2016;2;0;2;1;30;1;3;35;30333;-9
181;2016;3;0;2;2;5;4;0;-1;-1;0
181;2016;4;0;2;2;4;4;0;-1;-1;0
182;2016;1;1;2;2;26;1;3;45;10333;10000
182;2016;2;0;2;2;50;1;3;30;55314;8600
182;2016;3;0;2;1;16;3;0;-1;-1;0
183;2016;1;1;2;1;52;1;3;45;20332;-9
184;2016;1;0;2;2;72;3;0;-1;-1;0
121;2016;2;0;2;2;15;3;0;-1;-1;0
121;2016;3;0;2;2;14;3;0;-1;-1;0
185;2016;1;0;2;1;43;1;3;70;53314;9000
185;2016;2;0;2;2;43;3;0;-1;-1;0
185;2016;3;0;2;2;16;3;0;-1;-1;0
185;2016;4;0;2;2;14;3;0;-1;-1;0
185;2016;5;0;2;1;21;3;0;-1;-1;0
186;2016;1;0;2;1;39;1;3;35;10332;13000
186;2016;2;1;2;2;31;1;3;35;10333;13000
187;2016;1;1;2;1;31;1;3;50;20332;50000
188;2016;1;0;2;2;38;1;3;40;20333;23000
188;2016;2;0;2;1;36;1;3;40;90313;19500
189;2016;1;0;2;2;33;1;3;48;53313;8000
190;2016;1;1;2;2;71;3;0;-1;-1;0
191;2016;1;0;2;1;56;1;2;40;45133;30000
192;2016;1;1;2;1;31;1;3;40;10333;12050
193;2016;1;1;2;2;41;1;3;40;10333;-9
86;2016;1;0;2;1;35;1;3;45;20333;10000
194;2016;1;1;2;1;66;1;3;45;80202;15000
194;2016;2;0;2;2;65;3;0;-1;-1;0
196;2016;1;1;2;1;36;1;3;40;41332;12000
196;2016;2;0;2;1;35;1;3;40;20333;10000
197;2016;1;1;2;2;32;1;3;35;42312;15000
198;2016;1;0;2;1;46;3;0;-1;-1;0
198;2016;2;0;2;1;10;3;0;-1;-1;0
